t,p2_classical
0.0,0.09311157829235522
0.20202020202020202,0.325274171000917
0.40404040404040403,0.3458031001686201
0.6060606060606061,0.3458348189258977
0.8080808080808081,0.3458348287935771
1.0101010101010102,0.37459892562500796
1.2121212121212122,0.8074052910994864
1.4141414141414141,0.8268875327494731
1.6161616161616161,0.8269074739555825
1.8181818181818181,0.8269074778029651
2.0202020202020203,0.8273832520198546
2.2222222222222223,0.8847266957910503
2.4242424242424243,0.8865116524953973
2.6262626262626263,0.8865082099396018
2.8282828282828283,0.8865082096644373
3.0303030303030303,0.7844694440558274
3.2323232323232323,0.5949402265483775
3.4343434343434343,0.5914162982537019
3.6363636363636362,0.5914106046386703
3.8383838383838382,0.591410603622798
4.040404040404041,0.4814849368065983
4.242424242424242,0.40566887549543473
4.444444444444445,0.4061024775406388
4.646464646464646,0.4061019362592033
4.848484848484849,0.4061019361728577
5.05050505050505,0.38302892063777544
5.252525252525253,0.46321997874957815
5.454545454545454,0.4659525447570588
5.656565656565657,0.4659544087024717
5.858585858585858,0.46595440881352135
6.0606060606060606,0.48983353083986747
6.262626262626262,0.5725969485389849
6.4646464646464645,0.5740267390667266
6.666666666666667,0.5740270817576562
6.8686868686868685,0.5740270817739631
7.070707070707071,0.5000222151544037
7.2727272727272725,0.4840061640652168
7.474747474747475,0.4837800657596092
7.6767676767676765,0.48377974426893056
7.878787878787879,0.4837797442697891
8.080808080808081,0.39638253711119764
8.282828282828282,0.4147285039557507
8.484848484848484,0.41523700532128394
8.686868686868687,0.41523718410233224
8.88888888888889,0.41523718410409266
9.09090909090909,0.4682075973545485
9.292929292929292,0.5757809130439889
9.494949494949495,0.5770608176767662
9.696969696969697,0.5770612772431507
9.8989898989899,0.5770612772540907
10.1010101010101,0.6775047634652003
10.303030303030303,0.7567798230084718
10.505050505050505,0.7573088482893882
10.707070707070708,0.7573089456703461
10.909090909090908,0.7573089456715941
11.11111111111111,0.6359347726735074
11.313131313131313,0.6281686653192721
11.515151515151516,0.6280540757276005
11.717171717171716,0.6280539824287691
11.919191919191919,0.6280539824252389
12.121212121212121,0.5105175194388252
12.323232323232324,0.5166656010201849
12.525252525252524,0.5166735320346192
12.727272727272727,0.516673508973322
12.929292929292929,0.5166735089722397
13.131313131313131,0.4547720579062085
13.333333333333334,0.47223195871248075
13.535353535353535,0.4722884554150403
13.737373737373737,0.4722884770128196
13.93939393939394,0.47228847701320925
14.141414141414142,0.4603283884069469
14.343434343434343,0.47956965618940883
14.545454545454545,0.47962142468542823
14.747474747474747,0.47962142565574845
14.94949494949495,0.4796214256555406
15.15151515151515,0.4559361609469187
15.353535353535353,0.46829205222767906
15.555555555555555,0.46832265426896913
15.757575757575758,0.46832265339577284
15.959595959595958,0.4683226533957404
16.161616161616163,0.5048874674563946
16.363636363636363,0.528339156489441
16.565656565656564,0.5283976256491784
16.767676767676768,0.5283976342500486
16.96969696969697,0.528397634250048
17.171717171717173,0.6333053038139492
17.373737373737374,0.656352293815424
17.575757575757574,0.6563949688034562
17.77777777777778,0.6563949754170644
17.97979797979798,0.6563949754170673
18.18181818181818,0.665133769485848
18.383838383838384,0.6747048562914416
18.585858585858585,0.6747141377586714
18.78787878787879,0.6747141376361886
18.98989898989899,0.6747141376361793
19.19191919191919,0.5801324630709764
19.393939393939394,0.5804677739976072
19.595959595959595,0.5804600245551138
19.7979797979798,0.5804600198763071
20.0,0.5804597078575358
